"c1" "c2" "c3" "c4" "t1" "t2" "t3" "t4"
"17402" 52 83 46 63 64 38 58 88
"17403" 0 0 0 0 0 0 0 0
"17404" 28 52 38 43 76 38 34 55
"17405" 27 27 38 37 26 23 33 31
"17406" 2 6 5 13 14 7 8 14
"17407" 0 0 0 0 0 0 0 0
"17408" 0 0 0 0 0 0 0 0
"17409" 5 2 6 5 9 8 11 16
"17410" 3 1 0 0 2 3 0 3
"17411" 0 0 0 0 0 0 0 0
"17412" 40 42 33 61 52 36 44 54
"17413" 3 10 8 15 4 8 7 9
"17414" 0 0 0 0 0 0 0 0
"17415" 27 40 27 26 35 43 32 26
"17416" 112 121 115 170 137 126 115 132
"17417" 6 8 10 14 11 14 9 34
"17418" 49 83 73 76 77 99 152 94
"17419" 4 5 4 1 10 7 2 7
"17420" 0 0 0 0 0 0 0 0
"17421" 10 14 19 21 15 17 15 10
"17422" 13 19 12 25 28 24 23 17
"17423" 12 14 4 11 11 19 16 10
"17424" 0 0 0 0 0 0 0 0
"17425" 0 0 0 0 0 0 0 0
"17426" 11 20 14 14 9 26 18 24
"17427" 7 8 8 12 20 18 14 12
"17428" 1 7 9 6 41 31 12 18
"17429" 0 0 0 0 0 0 0 0
"17430" 0 0 0 0 0 0 0 0
"17431" 0 0 0 0 0 0 0 0
"17432" 3 4 0 1 2 2 5 3
"17433" 0 0 0 0 0 0 0 0
"17434" 14 14 4 9 18 19 7 12
"17435" 0 0 0 0 0 0 0 0
"17436" 19 13 16 26 22 21 23 18
"17437" 5 4 5 5 13 5 3 9
"17438" 0 0 0 0 0 0 0 0
"17439" 9 14 9 14 13 14 12 9
"17440" 0 0 0 0 0 0 0 0
"17441" 5 10 6 7 3 9 16 4
"17442" 9 6 4 4 11 8 8 6
"17443" 40 57 66 52 52 52 58 54
"17444" 0 0 0 0 0 0 0 0
"17445" 5 4 1 7 5 5 2 5
"17446" 2 9 3 10 13 6 5 10
"17447" 0 0 0 0 0 0 0 0
"17448" 5 17 13 11 25 33 16 42
"17449" 6 4 5 9 13 8 4 8
"17450" 39 43 35 43 54 52 37 41
"17451" 10 10 4 9 11 18 7 9
"17452" 3 5 1 4 6 9 7 10
"17453" 2 2 2 1 1 6 4 3
"17454" 42 96 45 40 54 83 56 134
"17455" 5 4 3 4 5 11 2 9
"17456" 0 0 0 0 0 0 0 0
"17457" 0 0 0 0 0 0 0 0
"17458" 13 21 19 6 16 14 22 8
"17459" 0 0 0 0 0 0 0 0
"17460" 0 0 0 0 0 0 0 0
"17461" 0 0 0 0 0 0 0 0
"17462" 9 10 11 12 17 15 8 11
"17463" 0 0 0 0 0 0 0 0
"17464" 5 4 1 2 3 4 1 1
"17465" 39 35 23 31 52 66 52 60
"17466" 16 19 19 12 26 17 12 19
"17467" 4 5 1 2 5 12 3 3
"17468" 25 25 6 10 35 19 18 17
"17469" 11 12 6 10 23 24 13 6
"17470" 52 33 31 61 73 63 61 57
"17471" 7 3 6 7 11 8 8 12
"17472" 6 22 15 32 22 29 19 27
"17473" 15 5 10 12 20 9 15 11
"17474" 0 0 0 0 0 0 0 0
"17475" 0 0 0 0 0 0 0 0
"17476" 25 17 23 45 35 64 62 37
"17477" 6 4 2 2 6 12 7 9
"17478" 0 0 0 0 0 0 0 0
"17479" 11 8 8 14 5 14 12 14
"17480" 0 0 0 0 0 0 0 0
"17481" 0 0 0 0 0 0 0 0
"17482" 7 7 4 12 29 19 22 14
"17483" 0 0 0 0 0 0 0 0
"17484" 3 2 3 4 6 12 1 3
"17485" 3 4 4 3 4 5 10 4
"17486" 9 6 3 8 5 4 10 12
"17487" 35 27 26 18 22 27 33 29
"17488" 17 12 20 14 10 20 25 25
"17489" 0 0 0 0 0 0 0 0
"17490" 4 4 2 6 6 1 9 8
"17491" 3 9 7 6 9 3 6 5
"17492" 31 43 53 29 22 22 25 33
"17493" 14 16 6 16 21 12 16 17
"17494" 0 0 0 0 0 0 0 0
"17495" 12 8 8 13 68 69 88 100
"17496" 3 5 11 5 9 7 10 4
"17497" 0 0 0 0 0 0 0 0
"17498" 4 12 14 10 13 14 11 18
"17499" 6 7 5 5 9 7 7 5
"17500" 9 10 6 9 6 6 10 11
"17501" 3 3 7 4 3 7 6 4
"17502" 0 0 0 0 0 0 0 0
"17503" 8 6 11 11 3 12 16 8
"17504" 0 0 0 0 0 0 0 0
"17505" 18 26 36 44 31 27 15 19
"17506" 16 8 3 8 13 13 14 10
"17507" 10 15 12 10 14 24 24 17
"17508" 55 77 54 67 85 78 65 80
"17509" 9 10 18 15 18 17 19 29
"17510" 7 23 16 18 25 30 24 28
"17511" 3 4 9 17 6 12 13 6
"17512" 12 18 13 15 13 21 27 28
"17513" 8 11 10 11 21 11 16 16
"17514" 3 1 2 3 1 0 0 2
"17515" 12 6 9 3 9 5 5 7
"17516" 14 20 21 22 9 20 12 6
"17517" 1 2 0 0 1 1 0 2
"17518" 0 0 0 0 0 0 0 0
"17519" 2 4 2 5 4 3 1 4
"17520" 0 0 0 0 0 0 0 0
"17521" 10 11 13 9 7 10 19 13
"17522" 34 58 48 56 50 61 43 62
"17523" 56 74 36 49 54 83 42 67
"17524" 0 0 0 0 0 0 0 0
"17525" 33 30 32 35 55 26 73 48
"17526" 8 10 10 6 25 22 11 12
"17527" 33 36 31 30 33 30 25 36
"17528" 6 3 6 11 6 0 4 1
"17529" 6 4 2 5 4 10 8 8
"17530" 0 0 0 0 0 0 0 0
"17531" 3 6 2 8 7 13 9 9
"17532" 0 0 0 0 0 0 0 0
"17533" 0 0 0 0 0 0 0 0
"17534" 5 8 8 9 7 8 10 12
"17535" 3 7 4 2 11 9 7 9
"17536" 20 22 16 45 41 47 35 56
"17537" 0 0 0 0 0 0 0 0
"17538" 9 14 11 13 10 14 13 18
"17539" 0 0 0 0 0 0 0 0
"17540" 0 0 0 0 0 0 0 0
"17541" 6 7 6 8 6 8 11 8
"17542" 2 3 0 5 1 1 2 6
"17543" 45 65 50 74 50 54 51 73
"17544" 4 10 12 4 19 22 16 15
"17545" 1 5 1 2 4 5 3 4
"17546" 3 10 9 8 8 7 3 4
"17547" 6 4 5 9 7 6 9 5
"17548" 0 0 0 0 0 0 0 0
"17549" 48 48 36 34 62 50 26 50
"17550" 15 15 12 22 16 25 33 28
"17551" 9 11 19 9 22 12 14 27
"17552" 9 14 10 7 9 9 8 20
"17553" 21 23 31 24 29 40 18 39
"17554" 8 12 6 7 6 7 5 16
"17555" 3 2 6 2 5 6 9 4
"17556" 0 0 0 0 0 0 0 0
"17557" 5 6 0 3 5 5 3 3
"17558" 13 9 4 12 7 17 10 22
"17559" 3 6 5 4 7 2 3 7
"17560" 0 0 0 0 0 0 0 0
"17561" 0 0 0 0 0 0 0 0
"17562" 6 3 1 5 7 2 9 5
"17563" 1 4 4 3 3 2 2 0
"17564" 3 14 10 10 10 7 12 17
"17565" 5 7 8 11 30 16 19 11
"17566" 21 35 26 25 28 31 25 18
"17567" 4 4 3 7 8 11 5 8
"17568" 15 8 14 20 22 15 22 30
"17569" 0 0 0 0 0 0 0 0
"17570" 1 5 1 9 7 8 5 3
"17571" 4 9 4 2 9 3 2 4
"17572" 1 1 1 0 1 7 0 1
"17573" 0 0 0 0 0 0 0 0
"17574" 0 0 0 0 0 0 0 0
"17575" 7 6 4 7 9 8 12 7
"17576" 20 32 33 44 62 39 36 33
"17577" 46 44 25 43 37 54 42 63
"17578" 12 16 13 14 12 17 24 21
"17579" 0 0 0 0 0 0 0 0
"17580" 9 16 13 22 23 13 11 16
"17581" 34 34 23 45 205 207 138 224
"17582" 7 21 12 23 13 20 21 18
"17583" 5 16 5 12 11 17 17 8
"17584" 0 0 0 0 0 0 0 0
"17585" 0 0 0 0 0 0 0 0
"17586" 2 2 1 4 0 6 5 7
"17587" 1 3 6 1 15 20 21 30
"17588" 20 13 14 15 23 16 13 14
"17589" 0 0 0 0 0 0 0 0
"17590" 0 0 0 0 0 0 0 0
"17591" 2 3 1 1 3 1 2 3
"17592" 10 8 11 8 9 14 19 17
"17593" 12 17 7 11 7 12 8 17
"17594" 12 4 4 8 14 6 8 16
"17595" 7 12 5 12 8 13 9 18
"17596" 5 10 6 8 7 7 8 9
"17597" 1 0 1 3 9 11 4 17
"17598" 0 0 0 0 0 0 0 0
"17599" 9 18 17 21 22 17 13 12
"17600" 13 18 10 13 12 36 23 33
"17601" 0 0 0 0 0 0 0 0
"17602" 0 0 0 0 0 0 0 0
"17603" 2 4 4 1 1 5 3 3
"17604" 0 0 0 0 0 0 0 0
"17605" 0 0 0 0 0 0 0 0
"17606" 0 0 0 0 0 0 0 0
"17607" 0 0 0 0 0 0 0 0
"17608" 10 13 3 3 8 7 4 8
"17609" 1 0 6 3 1 0 2 1
"17610" 0 3 2 2 5 0 3 1
"17611" 0 0 0 0 0 0 0 0
"17612" 0 0 0 0 0 0 0 0
"17613" 0 0 0 0 0 0 0 0
"17614" 4 3 5 3 2 2 5 4
"17615" 5 8 1 4 12 11 19 7
"17616" 3 4 1 4 0 1 0 0
"17617" 0 0 0 0 0 0 0 0
"17618" 11 19 12 11 19 21 18 7
"17619" 5 3 8 2 7 12 11 21
"17620" 14 38 16 32 41 53 59 24
"17621" 5 11 4 13 15 17 16 14
"17622" 2 4 3 4 6 1 7 7
"17623" 5 4 8 7 9 13 10 17
"17624" 7 12 6 17 12 7 9 11
"17625" 26 18 24 42 34 27 31 28
"17626" 8 11 1 7 10 8 6 6
"17627" 0 0 0 0 0 0 0 0
"17628" 2 4 4 3 4 4 3 4
"17629" 0 0 0 0 0 0 0 0
"17630" 17 16 11 22 14 24 11 13
"17631" 0 0 0 0 0 0 0 0
"17632" 0 0 0 0 0 0 0 0
"17633" 1 1 1 0 1 3 0 4
"17634" 8 18 6 12 12 22 17 8
"17635" 3 3 3 2 4 6 3 6
"17636" 0 0 0 0 0 0 0 0
"17637" 0 0 0 0 0 0 0 0
"17638" 0 0 0 0 0 0 0 0
"17639" 0 0 0 0 0 0 0 0
"17640" 51 47 32 60 46 31 48 60
"17641" 18 17 15 14 9 14 11 19
"17642" 3 5 5 4 4 4 5 2
"17643" 4 16 6 1 3 11 5 4
"17644" 18 19 21 52 30 25 21 27
"17645" 0 0 0 0 0 0 0 0
"17646" 4 4 3 3 3 4 4 2
"17647" 4 4 0 3 2 8 2 6
"17648" 26 37 13 23 36 16 27 20
"17649" 12 23 10 19 14 20 18 27
"17650" 1 8 2 4 5 4 2 4
"17651" 18 29 33 25 20 25 28 32
"17652" 0 0 0 0 0 0 0 0
"17653" 0 0 0 0 0 0 0 0
"17654" 0 0 0 0 0 0 0 0
"17655" 25 24 16 25 38 50 24 28
"17656" 10 13 16 17 26 17 20 10
"17657" 12 5 6 17 18 11 9 9
"17658" 0 0 0 0 0 0 0 0
"17659" 0 0 0 0 0 0 0 0
"17660" 1 5 3 5 1 6 2 6
"17661" 0 0 0 0 0 0 0 0
"17662" 8 10 16 11 12 5 3 5
"17663" 19 22 30 18 30 24 23 22
"17664" 0 0 0 0 0 0 0 0
"17665" 4 9 6 6 6 5 4 13
"17666" 25 27 28 28 28 37 32 22
"17667" 0 0 0 0 0 0 0 0
"17668" 0 5 7 6 2 6 4 5
"17669" 0 0 0 0 0 0 0 0
"17670" 0 0 0 0 0 0 0 0
"17671" 6 14 7 9 13 19 13 14
"17672" 0 0 0 0 0 0 0 0
"17673" 0 0 0 0 0 0 0 0
"17674" 4 2 2 3 2 3 4 6
"17675" 5 8 3 12 1 5 4 9
"17676" 3 4 4 4 2 9 2 7
"17677" 0 0 0 0 0 0 0 0
"17678" 8 14 7 16 16 22 16 13
"17679" 0 0 0 0 0 0 0 0
"17680" 15 20 19 13 21 16 27 23
"17681" 0 0 0 0 0 0 0 0
"17682" 0 0 0 0 0 0 0 0
"17683" 0 0 0 0 0 0 0 0
"17684" 5 6 3 4 3 7 4 7
"17685" 0 0 0 0 0 0 0 0
"17686" 0 0 0 0 0 0 0 0
"17687" 1 3 1 0 7 6 7 3
"17688" 20 21 13 17 15 21 21 18
"17689" 27 33 24 19 30 40 20 19
"17690" 27 23 17 28 29 42 26 32
"17691" 0 0 0 0 0 0 0 0
"17692" 13 6 4 12 19 7 10 14
"17693" 2 2 5 5 8 7 4 8
"17694" 0 1 2 1 3 2 6 0
"17695" 2 6 1 4 11 14 9 6
"17696" 0 3 2 2 3 6 2 4
"17697" 6 7 9 9 11 5 7 15
"17698" 11 8 8 14 25 21 34 13
"17699" 3 2 2 3 1 9 1 4
"17700" 6 4 6 1 3 4 6 2
"17701" 2 2 3 2 3 4 5 4
"17702" 2 2 3 6 5 6 2 8
"17703" 11 9 8 9 11 12 12 19
"17704" 0 0 0 0 0 0 0 0
"17705" 2 6 1 6 9 7 8 6
"17706" 0 0 0 0 0 0 0 0
"17707" 7 9 9 12 15 21 24 24
"17708" 8 7 6 9 8 5 10 8
"17709" 38 66 30 71 59 75 53 45
"17710" 2 3 1 5 0 2 5 4
"17711" 0 0 0 0 0 0 0 0
"17712" 0 0 0 0 0 0 0 0
"17713" 8 12 2 7 2 6 7 5
"17714" 0 0 0 0 0 0 0 0
"17715" 28 23 16 27 34 30 21 29
"17716" 7 9 11 13 8 16 14 11
"17717" 89 51 49 94 34 28 35 25
"17718" 26 41 22 26 38 37 47 59
"17719" 0 0 0 0 0 0 0 0
"17720" 10 10 8 11 19 11 6 14
"17721" 34 30 28 30 41 41 39 29
"17722" 0 0 0 0 0 0 0 0
"17723" 13 20 18 15 23 27 17 18
"17724" 10 9 9 10 16 20 13 19
"17725" 0 0 0 0 0 0 0 0
"17726" 0 0 0 0 0 0 0 0
"17727" 0 0 0 0 0 0 0 0
"17728" 5 2 0 1 3 2 7 8
"17729" 0 0 0 0 0 0 0 0
"17730" 37 47 23 47 45 46 48 41
"17731" 0 0 0 0 0 0 0 0
"17732" 28 13 33 25 20 59 37 34
"17733" 6 0 4 0 5 5 5 5
"17734" 8 10 13 6 16 14 5 10
"17735" 0 0 0 0 0 0 0 0
"17736" 0 0 0 0 0 0 0 0
"17737" 11 11 8 7 16 15 13 16
"17738" 0 0 0 0 0 0 0 0
"17739" 0 5 1 2 0 0 7 4
"17740" 20 22 12 8 42 30 29 32
"17741" 37 44 47 52 49 36 31 48
"17742" 22 13 16 26 21 12 31 24
"17743" 2 4 7 5 16 10 3 6
"17744" 50 59 38 50 70 95 73 90
"17745" 5 12 2 7 10 15 12 6
"17746" 5 1 5 1 4 4 2 5
"17747" 2 7 5 1 8 3 9 5
"17748" 5 7 5 6 5 4 1 7
"17749" 62 86 43 70 85 95 82 59
"17750" 17 38 21 38 23 32 28 39
"17751" 7 5 2 3 5 7 7 8
"17752" 7 14 7 17 16 17 9 12
"17753" 0 3 2 3 7 3 4 7
"17754" 0 0 0 0 0 0 0 0
"17755" 0 0 0 0 0 0 0 0
"17756" 5 5 3 1 1 4 4 3
"17757" 0 0 0 0 0 0 0 0
"17758" 4 7 3 7 7 7 3 2
"17759" 30 53 25 32 48 39 46 48
"17760" 10 6 9 15 16 10 15 15
"17761" 0 0 0 0 0 0 0 0
"17762" 9 18 16 12 14 14 10 5
"17763" 19 22 23 28 143 78 78 134
"17764" 6 9 11 12 16 9 10 10
"17765" 4 4 5 5 8 15 8 7
"17766" 0 0 0 0 0 0 0 0
"17767" 3 4 3 6 2 6 9 4
"17768" 37 49 32 46 44 60 57 64
"17769" 28 31 50 42 56 65 42 51
"17770" 42 32 30 46 68 37 52 34
"17771" 7 10 5 7 8 8 5 9
"17772" 25 19 27 32 28 45 33 31
"17773" 7 7 7 7 19 12 14 17
"17774" 14 17 7 21 28 13 34 23
"17775" 0 0 0 0 0 0 0 0
"17776" 6 6 4 6 13 12 11 13
"17777" 0 0 0 0 0 0 0 0
"17778" 0 1 1 2 2 3 2 3
"17779" 20 13 20 20 24 30 36 23
"17780" 5 9 6 7 7 21 15 19
"17781" 18 16 11 25 18 19 24 17
"17782" 1 2 2 4 0 6 1 5
"17783" 10 7 10 11 8 10 9 12
"17784" 0 0 0 0 0 0 0 0
"17785" 43 42 65 51 93 110 75 74
"17786" 0 0 0 0 0 0 0 0
"17787" 22 26 18 39 49 39 23 63
"17788" 45 32 47 58 62 88 62 65
"17789" 7 5 5 8 12 15 2 3
"17790" 0 0 0 0 0 0 0 0
"17791" 0 0 0 0 0 0 0 0
"17792" 5 12 10 5 17 12 16 10
"17793" 0 0 0 0 0 0 0 0
"17794" 5 1 2 4 7 11 13 1
"17795" 6 2 4 3 4 11 5 6
"17796" 143 138 109 152 127 151 151 211
"17797" 33 24 22 31 121 100 91 110
"17798" 23 36 19 38 55 43 34 36
"17799" 0 0 0 0 0 0 0 0
"17800" 4 9 7 7 9 6 2 6
"17801" 24 15 17 18 33 18 18 20
"17802" 4 4 3 1 3 7 3 7
"17803" 12 16 11 19 11 20 17 21
"17804" 0 0 0 0 0 0 0 0
"17805" 0 0 0 0 0 0 0 0
"17806" 0 0 0 0 0 0 0 0
"17807" 0 0 0 0 0 0 0 0
"17808" 26 36 31 36 26 52 59 28
"17809" 6 11 2 9 6 12 5 8
"17810" 10 15 7 17 23 19 16 7
"17811" 2 3 0 3 5 0 1 6
"17812" 37 52 39 76 28 60 47 89
"17813" 6 18 21 7 26 11 18 13
"17814" 9 11 5 9 11 3 5 10
"17815" 7 9 8 5 7 6 13 6
"17816" 10 19 13 16 17 23 27 18
"17817" 13 12 16 8 49 68 69 36
"17818" 0 0 0 0 0 0 0 0
"17819" 6 10 7 5 8 4 5 3
"17820" 6 7 4 5 7 5 12 13
"17821" 14 10 7 6 11 12 9 16
"17822" 0 0 0 0 0 0 0 0
"17823" 3 0 6 5 13 6 2 8
"17824" 0 0 0 0 0 0 0 0
"17825" 8 8 12 10 8 15 17 9
"17826" 0 0 0 0 0 0 0 0
"17827" 0 0 0 0 0 0 0 0
"17828" 0 0 0 0 0 0 0 0
"17829" 42 52 25 52 73 104 87 81
"17830" 0 0 0 0 0 0 0 0
"17831" 64 61 55 111 29 24 20 32
"17832" 6 7 3 5 4 7 1 7
"17833" 0 0 0 0 0 0 0 0
"17834" 0 0 0 0 0 0 0 0
"17835" 5 10 7 5 10 11 8 19
"17836" 8 17 26 22 42 29 31 30
"17837" 12 8 5 5 8 11 2 11
"17838" 0 0 0 0 0 0 0 0
"17839" 2 1 1 1 4 2 0 1
"17840" 9 20 16 18 12 22 8 16
"17841" 3 2 3 3 5 7 3 7
"17842" 7 15 6 16 14 16 18 24
"17843" 21 22 6 20 17 17 24 14
"17844" 14 13 18 7 14 29 18 20
"17845" 0 0 0 0 0 0 0 0
"17846" 35 42 51 44 56 65 47 49
"17847" 2 5 3 4 6 6 6 4
"17848" 9 9 6 3 7 8 3 4
"17849" 4 3 2 5 5 5 5 1
"17850" 3 6 0 1 7 8 2 2
"17851" 0 0 0 0 0 0 0 0
"17852" 0 0 0 0 0 0 0 0
"17853" 2 4 1 6 4 1 1 6
"17854" 34 45 41 46 35 47 53 24
"17855" 2 0 1 0 0 0 0 0
"17856" 0 0 0 0 0 0 0 0
"17857" 21 29 16 22 34 34 29 26
"17858" 5 6 2 4 4 8 3 10
"17859" 95 122 58 72 90 129 115 97
"17860" 2 6 5 3 2 3 6 2
"17861" 0 0 0 0 0 0 0 0
"17862" 4 10 9 12 15 11 6 6
"17863" 3 1 1 2 5 6 3 3
"17864" 0 0 0 0 0 0 0 0
"17865" 19 23 21 19 97 89 142 138
"17866" 1 7 6 6 6 11 11 6
"17867" 0 0 0 0 0 0 0 0
"17868" 0 0 0 0 0 0 0 0
"17869" 0 0 0 0 0 0 0 0
"17870" 28 25 20 25 17 20 30 41
"17871" 0 0 0 0 0 0 0 0
"17872" 0 0 0 0 0 0 0 0
"17873" 14 16 13 15 21 5 20 15
"17874" 8 11 12 7 11 9 10 14
"17875" 55 73 89 126 135 115 90 102
"17876" 16 32 27 24 44 64 29 33
"17877" 0 0 0 0 0 0 0 0
"17878" 22 28 17 17 34 37 27 18
"17879" 1 2 4 1 1 3 0 9
"17880" 193 250 170 301 341 285 208 245
"17881" 8 4 6 5 9 6 7 5
"17882" 26 16 22 36 21 39 22 36
"17883" 5 30 16 17 15 18 16 20
"17884" 0 0 0 0 0 0 0 0
"17885" 0 0 0 0 0 0 0 0
"17886" 35 19 26 43 26 33 56 30
"17887" 0 0 0 0 0 0 0 0
"17888" 17 23 19 12 18 15 12 15
"17889" 2 7 0 6 3 3 7 4
"17890" 15 14 6 20 17 22 20 9
"17891" 0 0 0 0 0 0 0 0
"17892" 42 65 30 50 70 52 53 49
"17893" 22 26 23 24 32 22 20 28
"17894" 17 14 11 10 20 16 15 22
"17895" 5 9 16 7 7 14 11 12
"17896" 4 11 6 8 12 13 14 21
"17897" 0 0 0 0 0 0 0 0
"17898" 14 23 12 14 3 4 8 5
"17899" 0 0 0 0 0 0 0 0
"17900" 10 18 13 18 24 24 26 35
"17901" 2 0 3 3 1 4 5 8
"17902" 14 23 9 11 11 9 12 8
"17903" 0 0 0 0 0 0 0 0
"17904" 2 5 2 3 3 5 5 3
"17905" 7 14 5 16 11 15 11 19
"17906" 26 29 7 18 26 25 21 30
"17907" 19 18 11 18 14 14 29 26
"17908" 10 8 11 14 22 10 11 12
"17909" 2 2 5 3 5 8 6 8
"17910" 45 53 63 71 297 278 227 246
"17911" 22 11 19 19 22 20 24 36
"17912" 58 57 71 76 57 107 107 96
"17913" 2 1 0 0 1 1 0 1
"17914" 0 0 0 0 0 0 0 0
"17915" 0 0 0 0 0 0 0 0
"17916" 0 0 0 0 0 0 0 0
"17917" 33 50 33 44 47 74 38 68
"17918" 10 11 13 13 8 7 7 4
"17919" 41 27 36 41 12 16 3 10
"17920" 14 10 5 14 8 23 4 10
"17921" 8 19 9 18 14 17 16 4
"17922" 24 13 8 11 37 18 18 22
"17923" 0 0 0 0 0 0 0 0
"17924" 6 15 9 9 11 16 9 8
"17925" 5 6 3 2 12 13 14 20
"17926" 9 3 3 4 4 5 4 6
"17927" 0 0 0 1 0 0 0 0
"17928" 1 7 4 3 7 0 4 1
"17929" 0 0 0 0 0 0 0 0
"17930" 17 14 9 19 15 10 16 18
"17931" 33 42 49 43 37 43 49 54
"17932" 0 0 0 0 0 0 0 0
"17933" 5 1 10 12 6 7 10 8
"17934" 21 9 8 32 19 41 24 16
"17935" 21 29 26 29 30 41 13 28
"17936" 4 4 0 4 3 2 7 2
"17937" 0 0 0 0 0 0 0 0
"17938" 0 0 0 0 0 0 0 0
"17939" 0 0 0 0 0 0 0 0
"17940" 23 29 26 36 48 44 32 44
"17941" 11 15 7 14 14 16 16 7
"17942" 6 4 3 7 5 5 6 9
"17943" 6 4 8 10 12 11 14 14
"17944" 79 92 68 129 109 100 83 88
"17945" 5 4 1 1 6 8 10 9
"17946" 0 0 0 0 0 0 0 0
"17947" 1 2 2 0 5 3 2 5
"17948" 0 0 0 0 0 0 0 0
"17949" 7 7 4 4 6 10 4 7
"17950" 31 36 15 21 33 25 31 29
"17951" 11 22 45 33 22 24 24 41
"17952" 1 6 12 4 5 5 10 12
"17953" 2 2 3 1 0 2 2 0
"17954" 0 0 0 0 0 0 0 0
"17955" 0 0 0 0 0 0 0 0
"17956" 5 9 2 8 14 10 6 8
"17957" 10 9 2 10 13 9 9 12
"17958" 17 21 10 12 30 11 21 19
"17959" 28 32 39 33 40 60 43 36
"17960" 0 0 0 0 0 0 0 0
"17961" 15 11 17 24 13 24 21 17
"17962" 1 2 9 6 9 8 6 10
"17963" 1 2 3 1 1 2 4 5
"17964" 2 4 1 2 1 3 4 0
"17965" 7 17 13 13 14 10 13 10
"17966" 10 22 18 16 36 35 44 48
"17967" 24 41 19 29 67 43 36 26
"17968" 27 19 16 41 24 26 21 21
"17969" 5 13 10 12 19 16 12 22
"17970" 8 5 6 7 7 13 7 4
"17971" 0 0 0 0 0 0 0 0
"17972" 3 3 5 1 1 3 3 4
"17973" 9 9 15 17 15 10 4 5
"17974" 51 58 47 59 103 40 58 60
"17975" 14 23 10 13 16 22 16 16
"17976" 12 21 27 40 28 28 22 24
"17977" 0 0 0 0 0 0 0 0
"17978" 0 7 3 4 4 9 6 4
"17979" 4 4 1 4 6 4 4 5
"17980" 20 21 13 32 25 24 35 25
"17981" 9 5 2 6 10 12 10 7
"17982" 0 0 0 0 0 0 0 0
"17983" 2 10 2 7 3 11 12 8
"17984" 8 6 1 3 8 14 11 6
"17985" 8 4 6 3 13 4 8 5
"17986" 19 16 25 27 29 21 22 20
"17987" 7 13 8 7 10 35 15 23
"17988" 8 22 12 25 25 19 20 16
"17989" 0 0 0 0 0 0 0 0
"17990" 4 4 4 8 46 42 39 26
"17991" 0 0 0 0 0 0 0 0
"17992" 4 1 2 1 15 5 7 5
"17993" 31 39 47 30 44 72 40 57
"17994" 1 3 6 7 30 32 29 49
"17995" 2 8 4 10 9 12 4 12
"17996" 5 1 2 3 3 6 4 5
"17997" 7 9 4 5 6 5 5 6
"17998" 20 22 15 19 27 25 17 32
"17999" 8 14 8 9 8 8 9 10
"18000" 7 11 7 9 6 2 8 3
"18001" 12 32 32 33 38 50 23 26
"18002" 15 25 17 19 34 27 22 22
"18003" 0 0 0 0 0 0 0 0
"18004" 8 14 4 8 38 13 13 22
"18005" 0 0 0 0 0 0 0 0
"18006" 0 0 0 0 0 0 0 0
"18007" 2 13 6 16 19 27 11 9
"18008" 0 0 0 0 0 0 0 0
"18009" 2 8 2 2 1 1 6 3
"18010" 38 36 13 28 30 22 51 31
"18011" 2 5 1 2 2 3 5 4
"18012" 3 2 2 3 3 8 6 10
"18013" 30 30 29 32 31 62 44 53
"18014" 12 10 9 13 13 7 20 5
"18015" 46 54 45 62 49 84 51 49
"18016" 0 0 0 0 0 0 0 0
"18017" 0 0 0 0 0 0 0 0
"18018" 8 9 0 7 7 4 3 4
"18019" 4 1 5 2 4 5 4 4
"18020" 4 3 5 2 8 4 5 3
"18021" 7 6 4 6 3 1 1 3
"18022" 1 3 7 4 4 5 4 1
"18023" 9 5 5 8 8 12 6 7
"18024" 16 7 10 13 18 14 7 12
"18025" 0 0 0 0 0 0 0 0
"18026" 16 35 37 44 38 53 33 37
"18027" 9 12 5 9 25 15 9 13
"18028" 1 3 0 3 2 1 6 2
"18029" 0 2 1 4 4 4 6 0
"18030" 8 2 2 4 10 5 7 1
"18031" 22 13 20 20 22 38 21 40
"18032" 2 3 1 1 4 3 2 3
"18033" 4 7 4 3 9 8 7 8
"18034" 7 5 8 8 13 7 5 11
"18035" 1 2 0 2 4 2 0 1
"18036" 18 15 14 12 13 16 25 20
"18037" 93 88 88 64 46 36 41 36
"18038" 12 10 6 12 22 21 19 29
"18039" 0 0 0 0 0 0 0 0
"18040" 0 0 0 0 0 0 0 0
"18041" 34 31 41 48 58 69 74 58
"18042" 144 162 130 151 230 178 198 176
"18043" 9 4 3 8 12 4 3 7
"18044" 2 4 0 2 1 0 3 2
"18045" 2 3 3 6 6 4 1 4
"18046" 0 0 0 0 0 0 0 0
"18047" 12 26 16 22 22 23 13 24
"18048" 22 12 8 18 21 19 23 17
"18049" 14 18 11 10 30 29 32 32
"18050" 11 5 2 11 8 21 4 8
"18051" 4 4 6 5 6 3 3 5
"18052" 17 9 6 11 24 21 11 10
"18053" 0 0 0 0 0 0 0 0
"18054" 4 8 5 16 18 24 23 24
"18055" 35 40 19 18 46 37 32 28
"18056" 13 15 9 9 20 11 20 22
"18057" 16 32 18 23 15 34 33 22
"18058" 41 52 42 58 50 39 73 62
"18059" 8 14 9 9 8 10 14 6
"18060" 0 0 0 0 0 0 0 0
"18061" 11 5 8 13 16 7 6 8
"18062" 8 5 7 7 7 3 5 2
"18063" 17 25 9 8 12 34 25 23
"18064" 0 0 0 0 0 0 0 0
"18065" 7 9 14 13 10 17 16 21
"18066" 7 6 7 8 13 17 6 7
